mesh_file	system	layer	fma_id	label
FJ3451.obj	cardiovascular	organ	FMA68068	inferior phrenic vein
FJ3452.obj	cardiovascular	organ	FMA68068	inferior phrenic vein
FJ3458.obj	cardiovascular	organ	FMA70487	anterior division of left renal artery
FJ3459.obj	cardiovascular	organ	FMA70487	anterior division of left renal artery
FJ3460.obj	cardiovascular	organ	FMA70487	anterior division of left renal artery
FJ3461.obj	cardiovascular	organ	FMA70487	anterior division of left renal artery
FJ3462.obj	cardiovascular	organ	FMA70487	anterior division of left renal artery
FJ3463.obj	cardiovascular	organ	FMA70487	anterior division of left renal artery
FJ3464.obj	cardiovascular	organ	FMA14764	common iliac artery
FJ3465.obj	cardiovascular	organ	FMA21388	left common iliac vein
FJ3466.obj	cardiovascular	organ	FMA18805	external iliac artery
FJ3467.obj	cardiovascular	organ	FMA69266	left inferior suprarenal artery
FJ3468.obj	cardiovascular	organ	FMA18810	left internal iliac artery
FJ3469.obj	cardiovascular	organ	FMA18888	left internal iliac vein
FJ3470.obj	cardiovascular	organ	FMA18888	left internal iliac vein
FJ3471.obj	cardiovascular	organ	FMA18888	left internal iliac vein
FJ3472.obj	cardiovascular	organ	FMA14756	left middle suprarenal artery
FJ3473.obj	cardiovascular	organ	FMA70490	posterior division of left renal artery
FJ3474.obj	cardiovascular	organ	FMA70490	posterior division of left renal artery
FJ3475.obj	cardiovascular	organ	FMA70490	posterior division of left renal artery
FJ3476.obj	cardiovascular	organ	FMA66364	trunk of left renal artery
FJ3477.obj	cardiovascular	organ	FMA14336	left renal vein
FJ3478.obj	cardiovascular	organ	FMA14336	left renal vein
FJ3479.obj	cardiovascular	organ	FMA3951	subclavian artery
FJ3480.obj	cardiovascular	organ	FMA14349	left suprarenal vein
FJ3481.obj	cardiovascular	organ	FMA70493	ureteric segment of left renal artery
FJ3482.obj	cardiovascular	organ	FMA4761	left brachiocephalic vein
FJ3483.obj	cardiovascular	organ	FMA3939	common carotid artery
FJ3484.obj	cardiovascular	organ	FMA18886	left external iliac vein
FJ3485.obj	cardiovascular	organ	FMA4762	left internal jugular vein
FJ3486.obj	cardiovascular	organ	FMA4763	left subclavian vein
FJ3493.obj	cardiovascular	organ	FMA4950	left ascending lumbar vein
FJ3494.obj	cardiovascular	organ	FMA14826	left colic artery
FJ3495.obj	cardiovascular	organ	FMA15394	left colic vein
FJ3496.obj	cardiovascular	organ	FMA20819	left dorsal artery of penis
FJ3497.obj	cardiovascular	organ	FMA20819	left dorsal artery of penis
FJ3499.obj	cardiovascular	organ	FMA14768	left gastric artery
FJ3500.obj	cardiovascular	organ	FMA15399	left gastric vein
FJ3501.obj	cardiovascular	organ	FMA14796	left gastro-epiploic artery
FJ3502.obj	cardiovascular	organ	FMA15390	left gastroepiploic vein
FJ3510.obj	cardiovascular	organ	FMA18904	left iliolumbar vein
FJ3511.obj	cardiovascular	organ	FMA20689	left inferior epigastric artery
FJ3512.obj	cardiovascular	organ	FMA21164	left inferior epigastric vein
FJ3513.obj	cardiovascular	organ	FMA18913	left inferior gluteal vein
FJ3514.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3515.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3516.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3517.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3518.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3519.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3520.obj	cardiovascular	organ	FMA14747	left inferior phrenic artery
FJ3522.obj	cardiovascular	organ	FMA18886	left external iliac vein
FJ3523.obj	cardiovascular	organ	FMA18886	left external iliac vein
FJ3524.obj	cardiovascular	organ	FMA18886	left external iliac vein
FJ3525.obj	cardiovascular	organ	FMA18919	left internal pudendal vein
FJ3526.obj	cardiovascular	organ	FMA18907	left lateral sacral vein
FJ3527.obj	cardiovascular	organ	FMA18916	left obturator vein
FJ3529.obj	cardiovascular	organ	FMA20736	left superficial epigastric artery
FJ3530.obj	cardiovascular	organ	FMA4785	left superior epigastric vein
FJ3531.obj	cardiovascular	organ	FMA18910	left superior gluteal vein
FJ3532.obj	cardiovascular	organ	FMA14760	left testicular artery
FJ3533.obj	cardiovascular	organ	FMA14345	left testicular vein
FJ3534.obj	cardiovascular	organ	FMA14831	marginal artery of colon
FJ3541.obj	cardiovascular	organ	FMA77168	median sacral vein
FJ3542.obj	cardiovascular	organ	FMA14810	middle colic artery
FJ3543.obj	cardiovascular	organ	FMA15406	middle colic vein
FJ3544.obj	cardiovascular	organ	FMA14773	splenic artery
FJ3545.obj	cardiovascular	organ	FMA15398	pancreaticoduodenal vein
FJ3546.obj	cardiovascular	organ	FMA70480	posterior inferior pancreaticoduodenal artery
FJ3553.obj	cardiovascular	organ	FMA14817	posterior cecal artery
FJ3557.obj	cardiovascular	organ	FMA14784	posterior superior pancreaticoduodenal artery
FJ3558.obj	cardiovascular	organ	FMA70486	anterior division of right renal artery
FJ3559.obj	cardiovascular	organ	FMA70486	anterior division of right renal artery
FJ3560.obj	cardiovascular	organ	FMA70486	anterior division of right renal artery
FJ3561.obj	cardiovascular	organ	FMA70486	anterior division of right renal artery
FJ3562.obj	cardiovascular	organ	FMA70486	anterior division of right renal artery
FJ3563.obj	cardiovascular	organ	FMA70486	anterior division of right renal artery
FJ3564.obj	cardiovascular	organ	FMA3939	common carotid artery
FJ3565.obj	cardiovascular	organ	FMA14764	common iliac artery
FJ3566.obj	cardiovascular	organ	FMA21387	right common iliac vein
FJ3567.obj	cardiovascular	organ	FMA18805	external iliac artery
FJ3568.obj	cardiovascular	organ	FMA18885	right external iliac vein
FJ3569.obj	cardiovascular	organ	FMA18809	right internal iliac artery
FJ3570.obj	cardiovascular	organ	FMA18887	right internal iliac vein
FJ3571.obj	cardiovascular	organ	FMA18887	right internal iliac vein
FJ3572.obj	cardiovascular	organ	FMA18887	right internal iliac vein
FJ3573.obj	cardiovascular	organ	FMA70489	posterior division of right renal artery
FJ3574.obj	cardiovascular	organ	FMA70489	posterior division of right renal artery
FJ3575.obj	cardiovascular	organ	FMA70489	posterior division of right renal artery
FJ3576.obj	cardiovascular	organ	FMA66363	trunk of right renal artery
FJ3577.obj	cardiovascular	organ	FMA14335	right renal vein
FJ3578.obj	cardiovascular	organ	FMA14335	right renal vein
FJ3579.obj	cardiovascular	organ	FMA3951	subclavian artery
FJ3580.obj	cardiovascular	organ	FMA14343	right suprarenal vein
FJ3581.obj	cardiovascular	organ	FMA70492	ureteric segment of right renal artery
FJ3582.obj	cardiovascular	organ	FMA70492	ureteric segment of right renal artery
FJ3583.obj	cardiovascular	organ	FMA4723	brachiocephalic vein
FJ3584.obj	cardiovascular	organ	FMA69265	right inferior suprarenal artery
FJ3585.obj	cardiovascular	organ	FMA4754	right internal jugular vein
FJ3586.obj	cardiovascular	organ	FMA14755	right middle suprarenal artery
FJ3587.obj	cardiovascular	organ	FMA4755	right subclavian vein
FJ3589.obj	cardiovascular	organ	FMA4843	right ascending lumbar vein
FJ3590.obj	cardiovascular	organ	FMA14811	right colic artery
FJ3591.obj	cardiovascular	organ	FMA15407	right colic vein
FJ3592.obj	cardiovascular	organ	FMA20818	right dorsal artery of penis
FJ3593.obj	cardiovascular	organ	FMA20818	right dorsal artery of penis
FJ3594.obj	cardiovascular	organ	FMA14776	right gastric artery
FJ3595.obj	cardiovascular	organ	FMA15400	right gastric vein
FJ3596.obj	cardiovascular	organ	FMA14781	right gastro-epiploic artery
FJ3597.obj	cardiovascular	organ	FMA15397	right gastroepiploic vein
FJ3603.obj	cardiovascular	organ	FMA18903	right iliolumbar vein
FJ3604.obj	cardiovascular	organ	FMA20688	right inferior epigastric artery
FJ3605.obj	cardiovascular	organ	FMA21163	right inferior epigastric vein
FJ3606.obj	cardiovascular	organ	FMA18912	right inferior gluteal vein
FJ3607.obj	cardiovascular	organ	FMA18887	right internal iliac vein
FJ3608.obj	cardiovascular	organ	FMA18887	right internal iliac vein
FJ3609.obj	cardiovascular	organ	FMA18887	right internal iliac vein
FJ3610.obj	cardiovascular	organ	FMA18918	right internal pudendal vein
FJ3611.obj	cardiovascular	organ	FMA18906	right lateral sacral vein
FJ3612.obj	cardiovascular	organ	FMA18915	right obturator vein
FJ3614.obj	cardiovascular	organ	FMA20735	right superficial epigastric artery
FJ3615.obj	cardiovascular	organ	FMA4771	right superior epigastric vein
FJ3616.obj	cardiovascular	organ	FMA18909	right superior gluteal vein
FJ3617.obj	cardiovascular	organ	FMA14759	right testicular artery
FJ3618.obj	cardiovascular	organ	FMA14341	right testicular vein
FJ3619.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3620.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3621.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3622.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3623.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3624.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3625.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3626.obj	cardiovascular	organ	FMA14746	right inferior phrenic artery
FJ3631.obj	cardiovascular	organ	FMA15370	lumbar vein
FJ3632.obj	cardiovascular	organ	FMA14735	lumbar artery
FJ3635.obj	cardiovascular	organ	FMA15370	lumbar vein
FJ3636.obj	cardiovascular	organ	FMA14735	lumbar artery
FJ3637.obj	cardiovascular	organ	FMA21385	right superficial dorsal vein of penis
FJ3638.obj	cardiovascular	organ	FMA14830	sigmoid artery
FJ3639.obj	cardiovascular	organ	FMA15395	sigmoid vein
FJ3640.obj	cardiovascular	organ	FMA14773	splenic artery
FJ3641.obj	cardiovascular	organ	FMA14331	splenic vein
FJ3644.obj	cardiovascular	organ	FMA66358	trunk of superior mesenteric artery
FJ3645.obj	cardiovascular	organ	FMA4720	superior vena cava
FJ3646.obj	cardiovascular	organ	FMA15398	pancreaticoduodenal vein
FJ3647.obj	cardiovascular	organ	FMA14332	superior mesenteric vein
FJ3648.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3649.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3650.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3651.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3652.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3653.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3654.obj	cardiovascular	organ	FMA78121	superior phrenic vein
FJ3655.obj	cardiovascular	organ	FMA15398	pancreaticoduodenal vein
FJ3656.obj	cardiovascular	organ	FMA14832	superior rectal artery
FJ3657.obj	cardiovascular	organ	FMA15393	superior rectal vein
FJ3658.obj	cardiovascular	organ	FMA12858	ascending lumbar vein
FJ3659.obj	cardiovascular	organ	FMA10951	inferior vena cava
