mesh_file	system	layer	fma_id	label
FJ1836.obj	nervous	organ	FMA72671	right superior parietal lobule
FJ1841.obj	nervous	organ	FMA72668	left supramarginal gyrus
FJ1842.obj	nervous	organ	FMA72667	right supramarginal gyrus
FJ1844.obj	cardiovascular	organ	FMA50542	basilar artery
FJ1846.obj	cardiovascular	organ	FMA50737	celiac artery
FJ1853.obj	cardiovascular	organ	FMA50735	hepatic portal vein
FJ1867.obj	cardiovascular	organ	FMA15793	tributary of middle hepatic vein
FJ1874.obj	cardiovascular	organ	FMA71710	left lobe branch of left hepatic artery
FJ1883.obj	metabolic	organ	FMA71889	caudate lobe tributary of left hepatic biliary tree
FJ1893.obj	metabolic	organ	FMA15415	left portal vein
FJ1895.obj	metabolic	organ	FMA7198	pancreas
FJ1896.obj	metabolic	organ	FMA10419	pancreatic duct
FJ1913.obj	metabolic	organ	FMA15414	right portal vein
FJ1914.obj	metabolic	organ	FMA82706	caudate lobe branch of right portal vein
FJ1916.obj	metabolic	organ	FMA70447	caudate lobe branch of right hepatic artery
FJ1924.obj	cardiovascular	organ	FMA71708	right lobe branch of right hepatic artery
FJ1928.obj	cardiovascular	organ	FMA14749	superior mesenteric artery
FJ1931.obj	cardiovascular	organ	FMA87217	descending thoracic aorta
FJ1932.obj	cardiovascular	organ	FMA3789	abdominal aorta
FJ1933.obj	cardiovascular	organ	FMA68109	bronchial artery
FJ1934.obj	cardiovascular	organ	FMA4149	esophageal artery
FJ1935.obj	cardiovascular	organ	FMA5042	right superior intercostal artery
FJ1936.obj	cardiovascular	organ	FMA3988	right superior epigastric artery
FJ1937.obj	cardiovascular	organ	FMA3960	internal thoracic artery
FJ1938.obj	cardiovascular	organ	FMA22675	right lateral thoracic artery
FJ1939.obj	cardiovascular	organ	FMA66242	right first posterior intercostal artery
FJ1950.obj	cardiovascular	organ	FMA5041	right second posterior intercostal artery
FJ1967.obj	cardiovascular	organ	FMA4634	right subcostal artery
FJ1969.obj	cardiovascular	organ	FMA10692	right musculophrenic artery
FJ1970.obj	cardiovascular	organ	FMA4088	left superior intercostal artery
FJ1971.obj	cardiovascular	organ	FMA4083	left superior epigastric artery
FJ1972.obj	cardiovascular	organ	FMA3960	internal thoracic artery
FJ1973.obj	cardiovascular	organ	FMA66243	left first posterior intercostal artery
FJ1974.obj	cardiovascular	organ	FMA4112	left second posterior intercostal artery
FJ1976.obj	cardiovascular	organ	FMA22676	left lateral thoracic artery
FJ1977.obj	cardiovascular	organ	FMA4654	left subcostal artery
FJ1979.obj	cardiovascular	organ	FMA4077	left musculophrenic artery
FJ1981.obj	cardiovascular	organ	FMA5011	accessory hemiazygos vein
FJ1986.obj	cardiovascular	organ	FMA4797	left superior intercostal vein
FJ1987.obj	cardiovascular	organ	FMA4951	left subcostal vein
FJ1988.obj	cardiovascular	organ	FMA4786	left musculophrenic vein
FJ1991.obj	cardiovascular	organ	FMA4877	right superior intercostal vein
FJ1993.obj	cardiovascular	organ	FMA4729	internal thoracic vein
FJ1995.obj	cardiovascular	organ	FMA4844	right subcostal vein
FJ1996.obj	cardiovascular	organ	FMA4772	right musculophrenic vein
FJ2011.obj	cardiovascular	organ	FMA14749	superior mesenteric artery
FJ2013.obj	cardiovascular	organ	FMA50737	celiac artery
FJ2025.obj	cardiovascular	organ	FMA14824	marginal colic artery
FJ2034.obj	cardiovascular	organ	FMA14819	ileal branch of inferior branch of ileocolic artery
FJ2038.obj	cardiovascular	organ	FMA14751	renal artery
FJ2041.obj	respiratory	organ	FMA8620	right anterior segmental artery
FJ2042.obj	cardiovascular	organ	FMA86340	superior segmental branch of right renal artery
FJ2043.obj	cardiovascular	organ	FMA86346	inferior segmental branch of right renal artery
FJ2044.obj	respiratory	organ	FMA8620	right anterior segmental artery
FJ2045.obj	cardiovascular	organ	FMA86348	posterior segmental branch of right renal artery
FJ2046.obj	cardiovascular	organ	FMA14751	renal artery
FJ2049.obj	cardiovascular	organ	FMA86347	inferior segmental branch of left renal artery
FJ2052.obj	cardiovascular	organ	FMA86341	superior segmental branch of left renal artery
FJ2053.obj	cardiovascular	organ	FMA86349	posterior segmental branch of left renal artery
FJ2054.obj	cardiovascular	organ	FMA86349	posterior segmental branch of left renal artery
FJ2055.obj	cardiovascular	organ	FMA43915	dorsalis pedis artery
FJ2056.obj	cardiovascular	organ	FMA21354	deep dorsal vein of penis
FJ2057.obj	cardiovascular	organ	FMA21422	descending branch of right lateral circumflex femoral artery
FJ2058.obj	cardiovascular	organ	FMA69517	distal perforating artery
FJ2059.obj	cardiovascular	organ	FMA44882	dorsal venous arch of left foot
FJ2060.obj	cardiovascular	organ	FMA44882	dorsal venous arch of left foot
FJ2061.obj	cardiovascular	organ	FMA44881	dorsal venous arch of right foot
FJ2062.obj	cardiovascular	organ	FMA44881	dorsal venous arch of right foot
FJ2063.obj	cardiovascular	organ	FMA21423	descending branch of left lateral circumflex femoral artery
FJ2064.obj	cardiovascular	organ	FMA69517	distal perforating artery
FJ2065.obj	cardiovascular	organ	FMA43894	anterior tibial artery
FJ2066.obj	cardiovascular	organ	FMA43908	left anterior tibial recurrent artery
FJ2067.obj	cardiovascular	organ	FMA69495	left arcuate artery
FJ2069.obj	cardiovascular	organ	FMA22508	left descending genicular artery
FJ2072.obj	cardiovascular	organ	FMA69713	digital artery of foot
FJ2073.obj	cardiovascular	organ	FMA43915	dorsalis pedis artery
FJ2074.obj	cardiovascular	organ	FMA70248	femoral artery
FJ2076.obj	cardiovascular	organ	FMA43893	left inferior lateral genicular artery
FJ2077.obj	cardiovascular	organ	FMA43891	left inferior medial genicular artery
FJ2078.obj	cardiovascular	organ	FMA20802	left lateral circumflex femoral artery
FJ2079.obj	cardiovascular	organ	FMA43926	lateral plantar artery
FJ2080.obj	cardiovascular	organ	FMA22589	left lateral superior genicular artery
FJ2081.obj	cardiovascular	organ	FMA69491	left lateral tarsal artery
FJ2082.obj	cardiovascular	organ	FMA43925	medial plantar artery
FJ2083.obj	cardiovascular	organ	FMA22587	left medial superior genicular artery
FJ2084.obj	cardiovascular	organ	FMA22563	left middle genicular artery
FJ2085.obj	cardiovascular	organ	FMA43944	left plantar arch
FJ2086.obj	cardiovascular	organ	FMA77381	left popliteal artery
FJ2087.obj	cardiovascular	organ	FMA43899	left posterior tibial artery
FJ2089.obj	cardiovascular	organ	FMA43938	left superficial medial plantar artery
FJ2096.obj	cardiovascular	organ	FMA43956	plantar metatarsal artery
FJ2097.obj	cardiovascular	organ	FMA44337	left anterior tibial vein
FJ2099.obj	cardiovascular	organ	FMA51043	left deep femoral vein
FJ2102.obj	cardiovascular	organ	FMA21189	left femoral vein
FJ2103.obj	cardiovascular	organ	FMA21380	left great saphenous vein
FJ2107.obj	cardiovascular	organ	FMA44888	left genicular vein
FJ2108.obj	cardiovascular	organ	FMA44888	left genicular vein
FJ2113.obj	cardiovascular	organ	FMA44499	tributary of plantar venous arch
FJ2115.obj	cardiovascular	organ	FMA44499	tributary of plantar venous arch
FJ2117.obj	cardiovascular	organ	FMA44329	left popliteal vein
FJ2118.obj	cardiovascular	organ	FMA44339	left posterior tibial vein
FJ2121.obj	cardiovascular	organ	FMA44335	left small saphenous vein
FJ2122.obj	cardiovascular	organ	FMA44341	left superficial epigastric vein
FJ2124.obj	cardiovascular	organ	FMA44888	left genicular vein
FJ2125.obj	cardiovascular	organ	FMA44888	left genicular vein
FJ2128.obj	cardiovascular	organ	FMA44884	plantar venous arch of left foot
FJ2129.obj	cardiovascular	organ	FMA44883	plantar venous arch of right foot
FJ2130.obj	cardiovascular	organ	FMA43894	anterior tibial artery
FJ2131.obj	cardiovascular	organ	FMA43907	right anterior tibial recurrent artery
FJ2132.obj	cardiovascular	organ	FMA44336	right anterior tibial vein
FJ2133.obj	cardiovascular	organ	FMA69494	right arcuate artery
FJ2135.obj	cardiovascular	organ	FMA51042	right deep femoral vein
FJ2137.obj	cardiovascular	organ	FMA22507	right descending genicular artery
FJ2141.obj	cardiovascular	organ	FMA69713	digital artery of foot
FJ2143.obj	cardiovascular	organ	FMA70248	femoral artery
FJ2144.obj	cardiovascular	organ	FMA21188	right femoral vein
FJ2145.obj	cardiovascular	organ	FMA21379	right great saphenous vein
FJ2150.obj	cardiovascular	organ	FMA43892	right inferior lateral genicular artery
FJ2151.obj	cardiovascular	organ	FMA44887	right genicular vein
FJ2152.obj	cardiovascular	organ	FMA43890	right inferior medial genicular artery
FJ2153.obj	cardiovascular	organ	FMA44887	right genicular vein
FJ2158.obj	cardiovascular	organ	FMA20801	right lateral circumflex femoral artery
FJ2159.obj	cardiovascular	organ	FMA43926	lateral plantar artery
FJ2160.obj	cardiovascular	organ	FMA44499	tributary of plantar venous arch
FJ2162.obj	cardiovascular	organ	FMA22588	right lateral superior genicular artery
FJ2163.obj	cardiovascular	organ	FMA69490	right lateral tarsal artery
FJ2164.obj	cardiovascular	organ	FMA43925	medial plantar artery
FJ2165.obj	cardiovascular	organ	FMA44499	tributary of plantar venous arch
FJ2166.obj	cardiovascular	organ	FMA22586	right medial superior genicular artery
FJ2167.obj	cardiovascular	organ	FMA22562	right middle genicular artery
FJ2169.obj	cardiovascular	organ	FMA43943	right plantar arch
FJ2170.obj	cardiovascular	organ	FMA77380	right popliteal artery
FJ2171.obj	cardiovascular	organ	FMA44328	right popliteal vein
FJ2172.obj	cardiovascular	organ	FMA43898	right posterior tibial artery
FJ2173.obj	cardiovascular	organ	FMA44338	right posterior tibial vein
FJ2176.obj	cardiovascular	organ	FMA44334	right small saphenous vein
FJ2178.obj	cardiovascular	organ	FMA44340	right superficial epigastric vein
FJ2179.obj	cardiovascular	organ	FMA43937	right superficial medial plantar artery
FJ2181.obj	cardiovascular	organ	FMA44887	right genicular vein
FJ2182.obj	cardiovascular	organ	FMA44887	right genicular vein
FJ2183.obj	cardiovascular	organ	FMA44337	left anterior tibial vein
FJ2184.obj	cardiovascular	organ	FMA44886	left fibular vein
FJ2187.obj	cardiovascular	organ	FMA44886	left fibular vein
FJ2188.obj	cardiovascular	organ	FMA44922	left lateral circumflex femoral vein
FJ2189.obj	cardiovascular	organ	FMA44919	left medial circumflex femoral vein
FJ2190.obj	cardiovascular	organ	FMA44885	right fibular vein
FJ2191.obj	cardiovascular	organ	FMA44504	plantar metatarsal vein
FJ2193.obj	cardiovascular	organ	FMA44336	right anterior tibial vein
FJ2194.obj	cardiovascular	organ	FMA44885	right fibular vein
FJ2200.obj	cardiovascular	organ	FMA44885	right fibular vein
FJ2201.obj	cardiovascular	organ	FMA44920	right lateral circumflex femoral vein
FJ2202.obj	cardiovascular	organ	FMA44918	right medial circumflex femoral vein
FJ2206.obj	cardiovascular	organ	FMA43956	plantar metatarsal artery
FJ2207.obj	cardiovascular	organ	FMA44504	plantar metatarsal vein
FJ2208.obj	cardiovascular	organ	FMA21384	superficial dorsal vein of penis
FJ2209.obj	cardiovascular	organ	FMA10697	right inferior thyroid artery
FJ2210.obj	cardiovascular	organ	FMA10680	left inferior thyroid artery
FJ2211.obj	cardiovascular	organ	FMA23069	acromial branch of left thoraco-acromial artery
FJ2212.obj	cardiovascular	organ	FMA22683	left anterior circumflex humeral artery
FJ2213.obj	cardiovascular	organ	FMA77955	left anterior circumflex humeral vein
FJ2214.obj	cardiovascular	organ	FMA22813	left anterior interosseous artery
FJ2215.obj	cardiovascular	organ	FMA22713	left inferior ulnar collateral artery
FJ2217.obj	cardiovascular	organ	FMA13331	left axillary vein
FJ2218.obj	cardiovascular	organ	FMA22910	left basilic vein
FJ2220.obj	cardiovascular	organ	FMA13326	left cephalic vein
FJ2221.obj	cardiovascular	organ	FMA23181	left circumflex scapular artery
FJ2222.obj	cardiovascular	organ	FMA77950	left circumflex scapular vein
FJ2223.obj	cardiovascular	organ	FMA22806	common interosseous artery
FJ2224.obj	cardiovascular	organ	FMA4086	left costocervical trunk
FJ2225.obj	cardiovascular	organ	FMA22697	left deep brachial artery
FJ2226.obj	cardiovascular	organ	FMA4134	left deep cervical artery
FJ2230.obj	cardiovascular	organ	FMA23073	deltoid branch of left thoraco-acromial artery
FJ2231.obj	cardiovascular	organ	FMA22773	dorsal carpal branch of left radial artery
FJ2232.obj	cardiovascular	organ	FMA10552	left dorsal scapular artery
FJ2233.obj	cardiovascular	organ	FMA71212	left lateral thoracic vein
FJ2234.obj	cardiovascular	organ	FMA22969	left median antebrachial vein
FJ2235.obj	cardiovascular	organ	FMA22965	left median cubital vein
FJ2236.obj	cardiovascular	organ	FMA22822	left dorsal carpal branch of ulnar artery
FJ2237.obj	cardiovascular	organ	FMA22865	left palmar metacarpal artery
FJ2238.obj	cardiovascular	organ	FMA22921	left palmar metacarpal vein
FJ2239.obj	cardiovascular	organ	FMA22687	left posterior circumflex humeral artery
FJ2240.obj	cardiovascular	organ	FMA22687	left posterior circumflex humeral artery
FJ2241.obj	cardiovascular	organ	FMA22805	left posterior ulnar recurrent artery
FJ2242.obj	cardiovascular	organ	FMA22730	radial artery
FJ2243.obj	cardiovascular	organ	FMA22766	left radial recurrent artery
FJ2244.obj	cardiovascular	organ	FMA22949	left radial vein
FJ2245.obj	cardiovascular	organ	FMA268669	left recurrent interosseous artery
FJ2246.obj	cardiovascular	organ	FMA22677	subscapular artery
FJ2247.obj	cardiovascular	organ	FMA23115	left subscapular vein
FJ2250.obj	cardiovascular	organ	FMA50860	left suprascapular vein
FJ2251.obj	cardiovascular	organ	FMA10681	left suprascapular artery
FJ2252.obj	cardiovascular	organ	FMA66564	trunk of left thoraco-acromial artery
FJ2253.obj	cardiovascular	organ	FMA66322	left thoracodorsal artery
FJ2254.obj	cardiovascular	organ	FMA71215	left thoracodorsal vein
FJ2255.obj	cardiovascular	organ	FMA4084	left thyrocervical trunk
FJ2256.obj	cardiovascular	organ	FMA10683	left superficial cervical artery
FJ2257.obj	cardiovascular	organ	FMA10664	transverse cervical artery
FJ2258.obj	cardiovascular	organ	FMA22796	ulnar artery
FJ2259.obj	cardiovascular	organ	FMA22802	left anterior ulnar recurrent artery
FJ2260.obj	cardiovascular	organ	FMA22952	left ulnar vein
FJ2261.obj	cardiovascular	organ	FMA23127	radial collateral branch of left deep brachial artery
FJ2262.obj	cardiovascular	organ	FMA23126	radial collateral branch of right deep brachial artery
FJ2263.obj	cardiovascular	organ	FMA23068	acromial branch of right thoraco-acromial artery
FJ2264.obj	cardiovascular	organ	FMA22682	right anterior circumflex humeral artery
FJ2265.obj	cardiovascular	organ	FMA77954	right anterior circumflex humeral vein
FJ2266.obj	cardiovascular	organ	FMA22812	right anterior interosseous artery
FJ2267.obj	cardiovascular	organ	FMA22712	right inferior ulnar collateral artery
FJ2269.obj	cardiovascular	organ	FMA13330	right axillary vein
FJ2270.obj	cardiovascular	organ	FMA22909	right basilic vein
FJ2272.obj	cardiovascular	organ	FMA13325	right cephalic vein
FJ2273.obj	cardiovascular	organ	FMA23180	right circumflex scapular artery
FJ2274.obj	cardiovascular	organ	FMA77949	right circumflex scapular vein
FJ2275.obj	cardiovascular	organ	FMA22806	common interosseous artery
FJ2276.obj	cardiovascular	organ	FMA5039	right costocervical trunk
FJ2277.obj	cardiovascular	organ	FMA22696	right deep brachial artery
FJ2278.obj	cardiovascular	organ	FMA10660	right deep cervical artery
FJ2282.obj	cardiovascular	organ	FMA23072	deltoid branch of right thoraco-acromial artery
FJ2283.obj	cardiovascular	organ	FMA22772	dorsal carpal branch of right radial artery
FJ2284.obj	cardiovascular	organ	FMA4057	right dorsal scapular artery
FJ2285.obj	cardiovascular	organ	FMA71211	right lateral thoracic vein
FJ2286.obj	cardiovascular	organ	FMA22968	right median antebrachial vein
FJ2287.obj	cardiovascular	organ	FMA22964	right median cubital vein
FJ2288.obj	cardiovascular	organ	FMA22821	right dorsal carpal branch of ulnar artery
FJ2289.obj	cardiovascular	organ	FMA22864	right palmar metacarpal artery
FJ2290.obj	cardiovascular	organ	FMA22920	right palmar metacarpal vein
FJ2291.obj	cardiovascular	organ	FMA22685	right posterior circumflex humeral artery
FJ2292.obj	cardiovascular	organ	FMA22685	right posterior circumflex humeral artery
FJ2293.obj	cardiovascular	organ	FMA22804	right posterior ulnar recurrent artery
FJ2294.obj	cardiovascular	organ	FMA22730	radial artery
FJ2295.obj	cardiovascular	organ	FMA22764	right radial recurrent artery
FJ2296.obj	cardiovascular	organ	FMA22948	right radial vein
FJ2297.obj	cardiovascular	organ	FMA268667	right recurrent interosseous artery
FJ2298.obj	cardiovascular	organ	FMA22677	subscapular artery
FJ2299.obj	cardiovascular	organ	FMA23114	right subscapular vein
FJ2302.obj	cardiovascular	organ	FMA50859	right suprascapular vein
FJ2303.obj	cardiovascular	organ	FMA10698	right suprascapular artery
FJ2304.obj	cardiovascular	organ	FMA66563	trunk of right thoraco-acromial artery
FJ2305.obj	cardiovascular	organ	FMA66321	right thoracodorsal artery
FJ2306.obj	cardiovascular	organ	FMA71214	right thoracodorsal vein
FJ2307.obj	cardiovascular	organ	FMA3992	right thyrocervical trunk
FJ2308.obj	cardiovascular	organ	FMA10700	right superficial cervical artery
FJ2309.obj	cardiovascular	organ	FMA10664	transverse cervical artery
FJ2310.obj	cardiovascular	organ	FMA22796	ulnar artery
FJ2311.obj	cardiovascular	organ	FMA22801	right anterior ulnar recurrent artery
FJ2312.obj	cardiovascular	organ	FMA22951	right ulnar vein
FJ2313.obj	cardiovascular	organ	FMA22936	left medial brachial vein
FJ2314.obj	cardiovascular	organ	FMA22778	left arteria radialis indicis
FJ2315.obj	cardiovascular	organ	FMA85118	left first common palmar digital artery
FJ2316.obj	cardiovascular	organ	FMA85120	left second common palmar digital artery
FJ2317.obj	cardiovascular	organ	FMA85122	left third common palmar digital artery
FJ2320.obj	cardiovascular	organ	FMA22921	left palmar metacarpal vein
FJ2323.obj	cardiovascular	organ	FMA22921	left palmar metacarpal vein
FJ2330.obj	cardiovascular	organ	FMA23064	pectoral branch of left thoraco-acromial artery
FJ2331.obj	cardiovascular	organ	FMA23125	middle collateral branch of left deep brachial artery
FJ2332.obj	cardiovascular	organ	FMA22778	left arteria radialis indicis
FJ2333.obj	cardiovascular	organ	FMA23051	medial proper palmar digital artery of left index finger
FJ2334.obj	cardiovascular	organ	FMA22860	lateral proper palmar digital artery of left middle finger
FJ2335.obj	cardiovascular	organ	FMA85116	lateral proper palmar digital artery of left ring finger
FJ2336.obj	cardiovascular	organ	FMA23055	lateral proper palmar digital artery of left little finger
FJ2337.obj	cardiovascular	organ	FMA85124	left fourth common palmar digital artery
FJ2338.obj	cardiovascular	organ	FMA22907	left arteria princeps pollicis
FJ2339.obj	cardiovascular	organ	FMA22907	left arteria princeps pollicis
FJ2341.obj	cardiovascular	organ	FMA22935	right medial brachial vein
FJ2342.obj	cardiovascular	organ	FMA22777	right arteria radialis indicis
FJ2343.obj	cardiovascular	organ	FMA22856	right first common palmar digital artery
FJ2344.obj	cardiovascular	organ	FMA85119	right second common palmar digital artery
FJ2345.obj	cardiovascular	organ	FMA85121	right third common palmar digital artery
FJ2350.obj	cardiovascular	organ	FMA22920	right palmar metacarpal vein
FJ2353.obj	cardiovascular	organ	FMA22920	right palmar metacarpal vein
FJ2361.obj	cardiovascular	organ	FMA23063	pectoral branch of right thoraco-acromial artery
FJ2362.obj	cardiovascular	organ	FMA23124	middle collateral branch of right deep brachial artery
FJ2363.obj	cardiovascular	organ	FMA22777	right arteria radialis indicis
FJ2364.obj	cardiovascular	organ	FMA23050	medial proper palmar digital artery of right index finger
FJ2365.obj	cardiovascular	organ	FMA22858	lateral proper palmar digital artery of right middle finger
FJ2366.obj	cardiovascular	organ	FMA85115	lateral proper palmar digital artery of right ring finger
FJ2367.obj	cardiovascular	organ	FMA85111	medial proper palmar digital artery of middle finger
FJ2368.obj	cardiovascular	organ	FMA23054	lateral proper palmar digital artery of right little finger
FJ2369.obj	cardiovascular	organ	FMA23046	medial proper palmar digital artery of ring finger
FJ2370.obj	cardiovascular	organ	FMA85123	right fourth common palmar digital artery
FJ2371.obj	cardiovascular	organ	FMA22905	right arteria princeps pollicis
FJ2372.obj	cardiovascular	organ	FMA22905	right arteria princeps pollicis
FJ2373.obj	cardiovascular	organ	FMA22707	right superior ulnar collateral artery
FJ2374.obj	cardiovascular	organ	FMA22708	left superior ulnar collateral artery
FJ2386.obj	metabolic	organ	FMA70447	caudate lobe branch of right hepatic artery
FJ2394.obj	cardiovascular	organ	FMA71708	right lobe branch of right hepatic artery
FJ2404.obj	metabolic	organ	FMA15415	left portal vein
FJ2405.obj	metabolic	organ	FMA15414	right portal vein
FJ2409.obj	metabolic	organ	FMA15745	hepatovenous segment vii
FJ2414.obj	cardiovascular	organ	FMA14340	middle hepatic vein
FJ2415.obj	metabolic	organ	FMA14339	left hepatic vein
FJ2416.obj	metabolic	organ	FMA14338	right hepatic vein
FJ2417.obj	cardiovascular	organ	FMA7247	left anterior cusp of pulmonary valve
FJ2418.obj	cardiovascular	organ	FMA86064	myocardial zone 12
FJ2419.obj	cardiovascular	organ	FMA9553	anterior wall of right ventricle
FJ2420.obj	cardiovascular	organ	FMA7242	anterior leaflet of mitral valve
FJ2421.obj	cardiovascular	organ	FMA7238	anterior leaflet of tricuspid valve
FJ2422.obj	cardiovascular	organ	FMA9466	cavity of left ventricle
FJ2423.obj	cardiovascular	organ	FMA9291	cavity of right ventricle
FJ2424.obj	cardiovascular	organ	FMA11359	cavity of right atrium
FJ2425.obj	cardiovascular	organ	FMA9465	cavity of left atrium
FJ2426.obj	cardiovascular	organ	FMA7254	left posterior cusp of aortic valve
FJ2427.obj	cardiovascular	organ	FMA7250	posterior cusp of pulmonary valve
FJ2429.obj	cardiovascular	organ	FMA86063	myocardial zone 11
FJ2430.obj	cardiovascular	organ	FMA9555	inferior wall of right ventricle
FJ2431.obj	cardiovascular	organ	FMA7252	right posterior cusp of aortic valve
FJ2432.obj	cardiovascular	organ	FMA86056	myocardial zone 4
FJ2433.obj	cardiovascular	organ	FMA7239	posterior leaflet of tricuspid valve
FJ2434.obj	cardiovascular	organ	FMA7249	right anterior cusp of pulmonary valve
FJ2435.obj	cardiovascular	organ	FMA7253	anterior cusp of aortic valve
FJ2436.obj	cardiovascular	organ	FMA7240	septal leaflet of tricuspid valve
FJ2437.obj	cardiovascular	organ	FMA7262	septal papillary muscle of right ventricle
FJ2438.obj	cardiovascular	organ	FMA9531	wall of left atrium
FJ2439.obj	cardiovascular	organ	FMA9457	wall of right atrium
FJ2440.obj	musculoskeletal	connective	FMA9615	cricoid cartilage
FJ2441.obj	respiratory	organ	FMA68227	inferior lingular bronchial tree
FJ2442.obj	respiratory	organ	FMA68230	left medial basal segmental bronchial tree
FJ2443.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2444.obj	respiratory	organ	FMA68223	left apical segmental bronchial tree
FJ2445.obj	respiratory	organ	FMA68232	left lateral basal segmental bronchial tree
FJ2446.obj	respiratory	organ	FMA68233	left posterior basal segmental bronchial tree
FJ2447.obj	respiratory	organ	FMA68225	left posterior segmental bronchial tree
FJ2448.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2449.obj	respiratory	organ	FMA68215	lateral segmental bronchial tree
FJ2450.obj	respiratory	organ	FMA7405	main bronchus
FJ2451.obj	respiratory	organ	FMA68214	medial segmental bronchial tree
FJ2452.obj	respiratory	organ	FMA68321	right anterior basal segmental bronchial tree
FJ2453.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
FJ2454.obj	respiratory	organ	FMA68211	right apical segmental bronchial tree
FJ2455.obj	respiratory	organ	FMA68220	right lateral basal segmental bronchial tree
FJ2456.obj	respiratory	organ	FMA68218	right medial basal segmental bronchial tree
FJ2457.obj	respiratory	organ	FMA68221	right posterior basal segmental bronchial tree
FJ2458.obj	respiratory	organ	FMA68213	right posterior segmental bronchial tree
FJ2459.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2460.obj	respiratory	organ	FMA68223	left apical segmental bronchial tree
FJ2461.obj	respiratory	organ	FMA68223	left apical segmental bronchial tree
FJ2462.obj	respiratory	organ	FMA68223	left apical segmental bronchial tree
FJ2463.obj	respiratory	organ	FMA68223	left apical segmental bronchial tree
FJ2464.obj	respiratory	organ	FMA68223	left apical segmental bronchial tree
FJ2465.obj	respiratory	organ	FMA68225	left posterior segmental bronchial tree
FJ2466.obj	respiratory	organ	FMA68225	left posterior segmental bronchial tree
FJ2467.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2468.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2469.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2470.obj	respiratory	organ	FMA68221	right posterior basal segmental bronchial tree
FJ2471.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2472.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2473.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2474.obj	respiratory	organ	FMA68222	left anterior segmental bronchial tree
FJ2475.obj	respiratory	organ	FMA68227	inferior lingular bronchial tree
FJ2476.obj	respiratory	organ	FMA68226	superior lingular bronchial tree
FJ2477.obj	respiratory	organ	FMA68226	superior lingular bronchial tree
FJ2478.obj	respiratory	organ	FMA68226	superior lingular bronchial tree
FJ2479.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2480.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2481.obj	respiratory	organ	FMA68221	right posterior basal segmental bronchial tree
FJ2482.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2483.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2484.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2485.obj	respiratory	organ	FMA68228	left superior segmental bronchial tree
FJ2486.obj	respiratory	organ	FMA68221	right posterior basal segmental bronchial tree
FJ2487.obj	respiratory	organ	FMA68221	right posterior basal segmental bronchial tree
FJ2488.obj	respiratory	organ	FMA68218	right medial basal segmental bronchial tree
FJ2489.obj	respiratory	organ	FMA68221	right posterior basal segmental bronchial tree
FJ2490.obj	respiratory	organ	FMA68220	right lateral basal segmental bronchial tree
FJ2491.obj	respiratory	organ	FMA68220	right lateral basal segmental bronchial tree
FJ2492.obj	respiratory	organ	FMA68220	right lateral basal segmental bronchial tree
FJ2493.obj	respiratory	organ	FMA68321	right anterior basal segmental bronchial tree
FJ2494.obj	respiratory	organ	FMA68321	right anterior basal segmental bronchial tree
FJ2495.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2496.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2497.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2498.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2499.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2500.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2501.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2502.obj	respiratory	organ	FMA68216	right superior segmental bronchial tree
FJ2503.obj	respiratory	organ	FMA68215	lateral segmental bronchial tree
FJ2504.obj	respiratory	organ	FMA68215	lateral segmental bronchial tree
FJ2505.obj	respiratory	organ	FMA68215	lateral segmental bronchial tree
FJ2506.obj	respiratory	organ	FMA68214	medial segmental bronchial tree
FJ2507.obj	respiratory	organ	FMA68214	medial segmental bronchial tree
FJ2508.obj	respiratory	organ	FMA68214	medial segmental bronchial tree
FJ2509.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
FJ2510.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
FJ2511.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
FJ2512.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
FJ2513.obj	respiratory	organ	FMA68212	right anterior segmental bronchial tree
